,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
30,2016-12-31,霍昌英,3558718,--,3558718,增持,霍昌英,董事长,本人
31,2016-12-31,纪远平,1298076,--,1298076,增持,纪远平,监事(离任),本人
32,2016-12-31,徐涛,4543369,--,4543369,增持,徐涛,副董事长,本人
33,2016-12-31,许喜佳,-14300,--,43154,减持,许喜佳,副总经理(离任),本人
34,2016-12-31,叶运寿,33085796,--,86952171,增持,叶运寿,董事长(离任),本人
35,2016-08-05,霍昌英,3558718,14.05,3558718,增发,霍昌英,总经理,本人
36,2016-08-05,叶运寿,17508896,14.05,86952171,增发,叶运寿,董事长,本人
37,2016-06-30,纪远平,1298076,--,1298076,增持,纪远平,监事,本人
38,2016-06-30,徐涛,4543369,--,4543369,增持,徐涛,董事,本人
39,2016-06-30,许喜佳,-14300,--,43154,减持,许喜佳,副总经理,本人
40,2016-06-30,叶运寿,15576900,--,69443275,增持,叶运寿,董事长,本人
41,2016-02-02,许喜佳,-14300,24.87,43154,竞价交易,许喜佳,高管,本人
42,2015-03-04,叶龙珠,-3000000,11.80,4109139,大宗交易,叶运寿,董事,兄弟姐妹
43,2015-01-21,梁秀成,-1,10.56,--,竞价交易,梁锋,监事,父母
44,2014-12-31,黄清华,-236000,--,710976,2014年7月因个人资金需求出售236000股,黄清华,副总经理、董事会秘书、董事,本人
45,2014-12-31,梁锋,-407953,--,524558,2014年7月、9月因个人资金需求分别出售233100股、174853股;,梁锋,监事会主席,本人
46,2014-12-31,谈震宇,-44350,--,311850,"谈震宇已于2014年8月离任,2014年7月因个人资金需求出售49050股;2014年10月买入4700股。",谈震宇,监事会主席,本人
47,2014-12-31,许喜佳,-19152,--,57454,2014年6月因个人资 金需求出售19152股,许喜佳,副总经理,本人
48,2014-11-14,叶龙珠,-400000,11.59,7109139,大宗交易,叶运寿,董事,兄弟姐妹
49,2014-11-12,梁梓莹,-42300,12.29,0,竞价交易,梁锋,监事,兄弟姐妹
50,2014-11-11,梁梓莹,-23600,12.41,42300,竞价交易,梁锋,监事,兄弟姐妹
51,2014-10-30,梁梓莹,65900,13.25,65900,竞价交易,梁锋,监事,兄弟姐妹
52,2014-09-12,梁锋,-100853,13.00,524558,竞价交易,梁锋,监事,本人
53,2014-09-11,梁锋,-74000,12.66,625411,竞价交易,梁锋,监事,本人
54,2014-07-21,谈震宇,-49050,10.05,307150,竞价交易,谈震宇,监事,本人
55,2014-07-18,黄清华,-236000,10.05,710976,大宗交易,黄清华,董秘、董事、高管,本人
56,2014-06-30,许喜佳,-19152,--,57454,减持,许喜佳,副总经理,本人
57,2014-06-05,许喜佳,-19152,8.55,57454,竞价交易,许喜佳,高管,本人
58,2013-12-31,候建存,-500,--,0,减持,候建存,财务总监,本人
59,2013-12-31,黄清华,-30000,--,946976,出售,黄清华,副总经理/董事/董事会秘书,本人
60,2013-12-31,谈震宇,-110000,--,356200,出售,谈震宇,监事会主席,本人
61,2013-12-31,魏心军,-363000,--,0,过户,魏心军,总经理/董事,本人
62,2013-12-31,吴汉平,-638381,--,0,出售、过户,吴汉平,副总经理,本人
63,2013-06-30,候建存,-500,--,0,减持,候建存,财务总监,本人
64,2013-06-30,黄清华,-30000,--,946976,减持,黄清华,副总经理/董事/董事会秘书,本人
65,2013-06-30,谈震宇,-110000,--,356200,减持,谈震宇,监事会主席,本人
66,2013-06-30,吴汉平,-159595,--,478786,减持,吴汉平,副总经理,本人
67,2013-06-13,黄清华,-30000,9.56,946976,竞价交易,黄清华,董秘、董事、高管、证券事务代表,本人
68,2013-05-23,谈震宇,-90000,11.62,356200,竞价交易,谈震宇,监事,本人
69,2013-05-21,候建存,-500,11.00,0,竞价交易,候建存,高管,本人
70,2013-05-21,谈震宇,-20000,11.25,446200,竞价交易,谈震宇,监事,本人
71,2013-02-28,吴汉平,-159595,11.57,478786,竞价交易,吴汉平,高管,本人
72,2011-12-31,候建存,500,--,500,二级市场购入,候建存,财务总监,本人
