,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
41,2015-08-25,郭志春,1000,10.60,1500,竞价交易,郭志春,董事,本人
42,2015-07-21,郭志春,500,15.39,500,竞价交易,郭志春,董事,本人
43,2015-07-16,于乐洪,11100,10.02,11100,竞价交易,于乐洪,董事,本人
44,2015-06-30,孙宪法,332102,--,13224399,增持,孙宪法,副董事长、总经理,本人
45,2015-01-12,孙宪法,101702,8.90,13224399,竞价交易,孙宪法,董事、高管,本人
46,2015-01-07,孙宪法,150500,9.09,13122697,竞价交易,孙宪法,董事、高管,本人
47,2015-01-06,孙宪法,79900,8.96,12972197,竞价交易,孙宪法,董事、高管,本人
48,2014-12-31,孙宪法,5240552,--,12892297,增持,孙宪法,副董事长、总经理,本人
49,2014-06-30,孙宪法,5240552,--,12892297,增持,孙宪法,副董事长、总经理,本人
50,2014-05-16,孙宪法,167600,8.73,12892297,竞价交易,孙宪法,董事、高管,本人
51,2014-05-15,孙宪法,434798,8.67,12724697,竞价交易,孙宪法,董事、高管,本人
52,2014-05-14,孙宪法,1605200,8.79,12289899,竞价交易,孙宪法,董事、高管,本人
53,2014-05-13,孙宪法,1409344,8.56,10684699,竞价交易,孙宪法,董事、高管,本人
54,2014-05-12,孙宪法,1623610,8.37,9275355,竞价交易,孙宪法,董事、高管,本人
55,2012-11-21,孙宪法,30600,8.20,7651745,竞价交易,孙宪法,董事、高管,本人
56,2012-11-20,孙宪法,120500,8.30,7621145,竞价交易,孙宪法,董事、高管,本人
57,2012-11-19,孙宪法,47521,8.25,7500645,竞价交易,孙宪法,董事、高管,本人
58,2012-10-30,孙宪法,5838000,8.43,7453124,大宗交易,孙宪法,董事、高管,本人
59,2010-12-31,孙宪法,807562,--,807562,二级市场买入,孙宪法,"副董事长,董事,总经理",本人
60,2010-11-08,周华,-500,24.01,--,竞价交易,周东,董事、高管,兄弟姐妹
61,2010-07-02,王玲,103400,11.36,0,竞价交易,孙宪法,董事、高管,配偶
62,2010-07-01,王玲,162690,11.37,0,竞价交易,孙宪法,董事、高管,配偶
63,2010-06-30,孙宪法,807562,--,807562,二级市场买入,孙宪法,副董事长兼总经理,本人
64,2010-06-30,王玲,66405,11.43,66405,竞价交易,孙宪法,董事、高管,配偶
65,2010-05-25,孙宪法,45913,12.93,807562,竞价交易,孙宪法,董事、高管,本人
66,2010-05-25,孙宪法,-3600,12.96,807562,竞价交易,孙宪法,董事、高管,本人
67,2010-05-24,孙宪法,765249,12.37,765249,竞价交易,孙宪法,董事、高管,本人
68,2009-03-27,周华,500,15.30,0,竞价交易,周东,董事、高管,兄弟姐妹
