,日期,变动人,变动数量（股）,交易均价（元）,结存股票（股）,交易方式,董监高管,高管职位,与高管关系
33,2009-11-19,赵玉山,-60000,12.07,3422900,竞价交易,赵玉山,董事、高管,本人
34,2009-11-09,赵玉山,-30000,10.38,3482900,竞价交易,赵玉山,董事、高管,本人
35,2009-11-04,赵玉山,-80000,10.00,3512900,竞价交易,赵玉山,董事、高管,本人
36,2009-09-18,赵玉山,-87100,10.07,3592900,竞价交易,赵玉山,董事、高管,本人
37,2009-03-27,于克兴,300,16.90,300,竞价交易,于克兴,监事,本人
38,2008-12-31,赵玉山,-60000,--,1840000,流通股二级市场减持,赵玉山,"副董事长,副总经理,董事",本人
39,2008-06-30,赵玉山,-60000,--,1840000,二级市场买卖,赵玉山,副董事长兼副总经理,本人
40,2008-04-10,于杰松,-1500,17.00,--,二级市场买卖,于春松,高管,兄弟姐妹
41,2008-04-09,于杰松,1500,16.43,0,二级市场买卖,于春松,高管,兄弟姐妹
42,2008-03-03,赵玉山,-40000,23.61,1840000,竞价交易,赵玉山,董事、高管,本人
43,2008-02-29,赵玉山,-20000,23.00,1880000,二级市场买卖,赵玉山,董事、高管,本人
44,2008-02-01,韩文忠,-1000,21.20,--,二级市场买卖,韩文健,董事,兄弟姐妹
45,2008-01-30,韩文忠,1000,20.70,0,二级市场买卖,韩文健,董事,兄弟姐妹
46,2007-10-29,黄敏,-1900,15.10,--,二级市场买卖,唐积玉,监事,配偶
47,2007-10-29,林庆珍,-2000,15.10,--,二级市场买卖,韩文健,董事,配偶
48,2007-10-29,战继红,-1300,15.30,--,二级市场买卖,战淑萍,董事、高管,兄弟姐妹
49,2007-10-26,林庆珍,2000,14.98,--,二级市场买卖,韩文健,董事,配偶
50,2007-10-26,战继红,1300,15.06,0,二级市场买卖,战淑萍,董事、高管,兄弟姐妹
51,2007-09-13,黄敏,-100,16.88,--,二级市场买卖,唐积玉,监事,配偶
52,2007-06-07,姜开源,-1000,14.22,--,二级市场买卖,战淑萍,董事、高管,配偶
53,2007-06-06,姜开源,1000,13.96,0,二级市场买卖,战淑萍,董事、高管,配偶
54,2007-05-30,姜开源,-200,16.27,--,二级市场买卖,战淑萍,董事、高管,配偶
55,2007-05-28,黄敏,1000,16.66,--,二级市场买卖,唐积玉,监事,配偶
56,2007-05-22,姜开源,-800,16.24,--,二级市场买卖,战淑萍,董事、高管,配偶
57,2007-05-17,夏吉芳,-2000,15.67,--,二级市场买卖,于德海,高管,配偶
58,2007-05-16,夏吉芳,2000,15.24,0,二级市场买卖,于德海,高管,配偶
59,2007-05-09,夏吉芳,-3900,15.61,--,二级市场买卖,于德海,高管,配偶
