,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
10,熊鹰,,1974,非独立董事,46,本科,"熊鹰,1974年6月生,本科学历,经济师。现任湖南省现代农业产业控股集团有限公司组织人事部部长。曾任湖南省茶叶总公司办公室副主任,湖南省天心实业集团公司办公室副主任(主持工作),湖南省天心实业集团公司投资发展部部长、党组秘书、董事会秘书,湖南省天心实业集团茶业发展公司总经理,湖南省天心房地产开发有限责任公司党支部书记、副总经理,湖南省现代农业产业控股集团有限公司董事会秘书,湖南天心实业发展有限公司董事、总经理,湖南省现代农业产业控股集团有限公司人力资源部负责人。2020年2月7日起担任湖南新五丰股份有限公司非独立董事职务。"
11,罗雁飞,女,1977,董事会秘书,43,硕士,"罗雁飞:女,1977年5月生,工商管理硕士。现任公司董事会秘书、公司党总支副书记、工会主席,长沙新翔股权投资合伙企业(有限合伙)执行事务合伙人。曾任湖南新五丰股份有限公司证券事务代表、董事会办公室负责人,湖南优鲜食品有限公司副总经理等职。"
12,方热军,,1963,独立董事,57,博士,"方热军,1963年7月生,博士,二级教授。现任湖南农业大学动物科技学院教授、博士生导师、动物营养与饲料科学博士点领衔人。曾在中国科学院亚热带农业生态研究所从事动物营养与饲料方面的科研工作,加拿大圭尔夫大学(University of Guelph)、美国普渡大学(Purdue University of Amercian)高级访问学者,2005年至今在湖南农业大学动物科技学院从事科研与教学工作。2020年2月7日起担任湖南新五丰股份有限公司独立董事职务。"
13,黄珺,女,1976,独立董事,44,博士,"黄珺:女,1976年7月出生,博士学历,中国注册会计师(非执业),中国国籍,无境外永久居留权。2006年毕业于上海交通大学并获博士学位,国家留学基金公派英国杜伦大学商学院访问学者(2009年—2010年),湖南省高校青年骨干教师,中国会计学会财务成本分会理事,湖南省财务学会理事。曾任湖南大学会计学院讲师,副教授、ACCA(英国特许公认会计师)教育中心主任。历任湖南大学副教授,国家留学基金公派英国Durham大学商学院访问学者。现任本公司独立董事,湖南大学教授,博士生导师,兼任湖南正虹科技发展股份有限公司独立董事。入选湖南省青年社会科学研究人才“百人工程”,湖南省高校青年骨干教师,中国会计学财务成本分会理事,湖南省财务学会理事。2020年1月14日至今,任长沙岱勒新材料科技股份有限公司独立董事.2020年2月7日起担任湖南新五丰股份有限公司独立董事职务。"
14,李林,,1963,独立董事,57,博士,"李林,1963年9月,管理学博士,教授,博士生导师。本科毕业于湖南师范大学数学系,后获湖南大学管理科学与工程专业硕士和博士学位。2005年被评为研究员,2006年评转为教授;2006年6月被评为管理科学与工程博士生导师。现任湖南大学工商管理学院教授,曾任湖南大学系统工程研究所副研究员。2020年2月7日起担任湖南新五丰股份有限公司独立董事职务。"
15,刘庆权,,1967,"监事会主席,监事",53,本科,"刘庆权:1967年9月生,1992年7月毕业于兰州财经大学企业管理系企业管理专业,大学本科学历,经济学学士学位,高级会计师职称。现任湖南省现代农业产业控股集团有限公司审计部经理,湖南天心种业股份有限公司监事会主席,湖南天心实业发展公司监事会主席。曾任湖南省粮油食品进出口集团有限公司审计企管部经理、财务部经理、总经理助理。2020年2月7日起担任湖南新五丰股份有限公司监事和监事会主席职务。"
16,龚红萍,,1967,监事,53,--,"龚红萍:1967年8月生,会计师,现任湖南省现代农业产业控股集团有限公司财务资产部副部长,湖南天劲制药有限责任公司监事,湖南天心实业发展有限责任公司监事。曾任湖南省现代农业产业控股集团有限公司财务资产部副部长级专员、湖南省天心实业集团有限公司主办会计(正科级),湖南天心集团物业管理公司财务科长、总经理助理。2020年2月7日起担任湖南新五丰股份有限公司监事职务。"
17,柳志红,,1967,监事,53,本科,"柳志红,1967年10月出生,大学学历,中级统计师职称。现任湖南省现代农业产业控股集团有限公司企业发展部副部长、湖南林之神生物科技有限公司董事、湖南现代农业高科技有限公司董事、湖南天劲制药有限责任公司监事会主席、湖南天心实业发展有限责任公司监事。曾任浏阳市粮食局饲料厂技术员,湖南天心种业有限公司生产技术部任技术员,畜牧师等职务。2020年2月7日起担任湖南新五丰股份有限公司监事职务。"
18,唐伟,男,1989,监事,31,本科,"唐伟先生,1989年12月出生;中国国籍,无境外永久居留权。教育背景:吉首大学学士学位;工作经历:2010年6月—2014年3月于方正期货有限公司任部门主管;2014年3月—2015年2月于湖南小牛资本管理有限公司任市场总监;2015年2月至今于湖南高新创投财富管理有限公司历任投资经理、风控部负责人、业务部负责人。2018年6月6日起任公司董事,任期至第二届董事会届满。2020年2月7日起担任湖南新五丰股份有限公司监事职务。"
19,刘晓磊,,1973,职工代表监事,47,大专,"刘晓磊,1973年7月生,大专,现任湖南新五丰股份有限公司企业发展部副经理,长沙新翼股权投资合伙企业(有限合伙)执行事务合伙人。曾任湖南华光外贸实业公司仓库保管员,会计,业务员,副总经理。2020年2月7日起担任湖南新五丰股份有限公司职工代表监事职务。"
20,袁园,,1973,职工代表监事,47,本科,"袁园,1973年2月生,本科、高级会计师、注册会计师、注册税务师、国际注册内审师、国际注册内控师,现任湖南新五丰股份有限公司审计部经理。曾任湖南新五丰股份有限公司审计部副经理、财务部助理经理。2020年2月7日起担任湖南新五丰股份有限公司职工代表监事职务。"
21,肖立新,男,1966,财务总监,54,硕士,"肖立新,男,1966年6月出生,广东省社会科学院经济研究所经济学专业毕业,硕士研究生学历,经济学硕士,清华大学经济管理学院高级管理人员工商管理硕士(EMBA),正高级会计师,持有中国注册会计师资格。1991年7月参加工作,1998年2月加入中国共产党。2001年3月任中国南方航空股份有限公司财务部副总经理;2002年1月任中国南方航空股份有限公司财务部总经理、党总支副书记;2007年2月任中国南方航空股份有限公司副总会计师兼财务部总经理;2007年10月任中国南航集团财务有限公司总经理、党总支书记;2008年2月任中国南航集团财务有限公司总经理、党委书记;2015年3月任中国南方航空股份有限公司总会计师、财务总监;2016年10月任中国南方航空集团公司总会计师、党组成员,中国南方航空股份有限公司总会计师、财务总监;2017年11月任中国南方航空集团有限公司总会计师、党组成员,中国南方航空股份有限公司副总经理、总会计师、财务总监、党委委员。目前还兼任中国南航集团财务有限公司董事长、南航海外(香港)有限公司董事。"
