,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
10,吴有材,男,1984,副总经理,36,本科,"吴有材:1984年出生,中国国籍,无境外永久居留权,本科学历,毕业于江西师范大学法学专业;曾任厦门大北农饲料有限公司销售经理,现任公司副总经理、福建区配合料事业部总经理。"
11,徐翠珍,女,1979,副总经理,41,--,徐翠珍女士：1979年出生，中国国籍，无境外永久居留权；毕业于湖南农业大学；曾任职于大北农集团福建事业部，现任公司副总经理、财务负责人、财务管理中心总经理。
12,杨再龙,男,1979,副总经理,41,--,"杨再龙先生:1979年出生,中国国籍,无境外永久居留权,毕业于长沙农业学校畜牧兽医专业。曾任职于大北农集团福建事业部,现任公司总经理助理、湖南事业部总经理。于2018年10月因工作调动辞去公司总经理助理的职务,担任公司副总经理的职务。"
13,叶俊标,男,1979,副总经理,41,--,叶俊标先生：1979年出生，中国国籍，无境外永久居留权；毕业于江西省委党校经济管理专业；曾任职于大北农集团福建事业部，现任公司副总经理。
14,丁能水,男,1975,非独立董事,45,博士,"丁能水:男,1975年出生,中国国籍,无境外永久居留权;毕业于德国哥廷根大学,获动物分子遗传学博士学位;曾任职于江西农业大学,,现任公司董事、集团研究院院长、养猪产业经营总部总裁,并兼任江西农业大学动物科学技术学院研究员。"
15,黄华栋,男,1978,非独立董事,42,大专,"黄华栋先生:1978年出生,中国国籍,无境外永久居留权;毕业于江西生物科技职业学院畜牧兽医专业;曾任职于漳州大北农农牧科技有限公司,现任本公司董事。2019年11月18日因工作调整辞去福建傲农生物科技集团股份有限公司常务副总经理职务。"
16,吴俊,男,1963,非独立董事,57,本科,"吴俊先生:1963年出生,中国国籍,无境外永久居留权;毕业于福建农学院畜牧兽医专业;曾任职于美国爱德士生物科技公司;现任公司养猪产业副总裁。2019年11月18日因工作调整辞去福建傲农生物科技集团股份有限公司副总经理职务。2019年12月5日任福建傲农生物科技集团股份有限公司非独立董事。"
17,王楚端,男,1968,独立董事,52,博士,"王楚端:1968年出生,中国国籍,无境外永久居留权;毕业于北京农业大学,获动物遗传育种与繁殖专业博士学位;现任中国农业大学动物科技学院教授、并兼任北京康凯洁农业科技有限公司董事长、天津百利种苗培育有限公司董事、重庆生猪产业技术研究院有限公司董事副总经理、北京中农优嘉生物科技有限公司董事长以及以及本公司独立董事。"
18,薛祖云,男,1963,独立董事,57,博士,"薛祖云先生:1963年出生,中国国籍,无境外永久居留权;毕业于厦门大学,获管理学(会计学)博士学位;现任厦门大学管理学院会计系教授,并兼任厦门信达股份有限公司独立董事、奥佳华智能健康科技集团股份有限公司独立董事、宁德时代新能源科技股份有限公司独立董事、厦门农村商业银行股份有限公司独立董事、乔丹体育股份有限公司独立董事以及本公司独立董事。"
19,叶佳昌,男,1981,独立董事,39,硕士,"叶佳昌先生:1981年出生,中国国籍,无境外永久居留权;毕业于国立华侨大学法学院,获法学(经济法)硕士学位;现任福建联合信实律师事务所高级合伙人、律师,并兼任本公司独立董事。"
20,温庆琪,男,1965,"监事会主席,股东监事",55,硕士,"温庆琪:1965年出生,中国国籍,无境外永久居留权;毕业于江西农业大学,获动物遗传育种专业硕士学位;现任本公司技术中心总经理、监事会主席,并兼任江西农业大学动物科学技术学院副教授。"
21,张敬学,男,1975,股东监事,45,--,"张敬学:1975年出生,中国国籍,无境外永久居留权;曾任职于浙江大北农农牧科技有限公司,现任公司浙江事业部总经理、本公司监事。"
22,仲伟迎,,1977,股东监事,43,--,"仲伟迎:1977年出生,中国国籍,无境外永久居留权;曾任职于宿迁大北农饲料有限公司,现任公司江苏事业部总经理。"
23,匡俊,男,1986,职工代表监事,34,硕士,"匡俊:男,1986年出生,中国国籍,无境外永久居留权;毕业于江西农业大学,获临床兽医硕士学位;2013年7月入职本公司,现任公司养猪产业人力(发展)中心总经理,任公司人力资源中心总经理、公司职工代表监事。"
24,魏晓宇,男,1985,职工代表监事,35,本科,魏晓宇先生：1985年出生，中国国籍，无境外永久居留权；毕业于中国人民大学，获会计学专业学士学位；曾任职于福建金帝集团有限公司、中化石油福建有限公司；现任公司证券部经理、公司职工代表监事。
25,黄泽森,男,1967,财务总监,53,本科,"黄泽森:1967年出生,中国国籍,无境外永久居留权;毕业于沈阳工业大学;曾任厦门工程机械厂财务处处长助理,厦门工程机械股份有限公司财务部副经理、经理、财务总监,现任公司财务总监。"
26,李朝阳,男,1976,总经理助理,44,--,"李朝阳先生:1976年出生,中国国籍,无境外永久居留权,毕业于江西农业大学畜牧兽医专业。曾任职于大北农集团福建事业部,现任公司总经理助理、华北区总经理。"
27,罗梁财,男,1983,总经理助理,37,大专,"罗梁财先生:1983年出生,中国国籍,无境外永久居留权,福建农林大学函授大专学历。曾任职于大北农集团福建事业部,现任公司总经理助理、华北区总经理。"
