,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
10,王吓忠,男,1964,独立董事,56,博士,"王吓忠先生,中国国籍,1964年10月出生,博士生学历,毕业于厦门大学。1986年7月至1987年7月任福州大学教师;1987年7月至1988年7月任福建屏南城关职业中学教师;1988年7月至1990年7月任福州大学教师;1993年4月至2004年7月任福州大学教师;2007年7月至2008年1月任福州大学教师;2008年1月至2011年11月任福州大学管理科学与工程系系支部书记;2011年11月至2015年11月任福州大学经济贸易系系主任;2015年11月至今,任福州大学房地产研究所负责人。2017年10月至今,任公司独立董事。"
11,张火根,男,1968,独立董事,52,本科,"张火根先生,中国国籍,1968年7月出生,大学本科学历,毕业于福建农林大学,注册会计师,注册税务师,房地产估价师,土地评估师。1993年至1998年任沙县林业采育总场会计,1998年至1999年任沙县审计师事务所部门负责人,2000年至2010年任三明市中信会计师事务所合伙人,2011年至今任福建中正恒瑞会计师事务所主任会计师。2017年10月至今,任公司独立董事。"
12,郑溪欣,男,1977,独立董事,43,硕士,"郑溪欣,男,1977年4月出生,在职法律硕士学历,律师资格,房地产经济师。中国国籍,无境外居留权。2000年7月至2004年4月任厦门市广兴建业工程公司政治处主任,2004年5月至2006年6月任厦门灿邦投资有限公司总经理助理,2006年7月至2009年8月任福建凌一律师事务所合伙人,2009年9月至今任北京大成(厦门)律师事务所合伙人、管委会副主任,福建金森林业股份有限公司独立董事。。2017年10月至今,任公司独立董事。2020年1月15日担任福建三钢闽光股份有限公司独立董事职务。"
13,庄子敏,男,1965,"监事会主席,监事",55,中专,"庄子敏先生:中国国籍,无境外居留权,1965年1月出生,中专学历,毕业于福建林校,林业助理工程师。1983年3月至1991年5月,任三明化工机械厂职工;1991年5月至1994年9月,任将乐县城关木材采购站规划设计员;1994年10月至1999年8月,任将乐县林业规划队规划设计员;1999年9月至2007年11月,任将乐县林业总公司人事劳工部主任;2007年11月至2010年11月,任本公司第一届监事会主席;2009年1月至今,任将乐县金森贸易有限公司监事;2009年3月至2010年11月,任本公司人力资源部经理;2009年4月至今,任将乐县鑫绿林业投资担保有限公司监事;2010年11月至今,任本公司人力资源总监。2010年12月至今,任公司第二届监事会主席。2015年8月至今,任金森集团纪委书记、董事。现任公司第四届监事会主席。"
14,林协清,男,1968,监事,52,大专,"林协清先生,中国国籍,1968年9月出生,大专学历,林业助理工程师。历任职将乐县邓坊采育场生产、营林科长,将乐县楼杉采育场副场长,将乐县将溪采育场副场长,任公司邓坊经营部经理。金森集团生产、销售科长,将乐县楼杉采育场场长。2015年8月至今任金森集团监事。现任公司第四届监事会监事。"
15,宋德荣,男,1971,监事,49,本科,"宋德荣先生,中国国籍,1971年出生,大专学历,林业助理工程师。曾任职将乐县光明林业站从事营林工作,漠源林业站从事林政工作,将乐县南口林业站从事林政工作,将乐县营林投资公司从事营林工作,将乐县常青林场任营林科科长,副场长,金森集团招标办任副主任,木材销售科长,公司木材产销部经理,公司资源培育部经理,公司科技及产业化项目部副经理。现任公司资源培育部副经理、第四届监事会监事。"
16,廖陈辉,男,1978,职工代表监事,42,大专,"廖陈辉先生:中国国籍,无境外居留权,1978年11月出生,大专学历,林业助理工程师。1999年3月至1999年11月,任将乐县楼杉采育场苗圃班班长;1999年12月至2001年12月,服兵役;2002年1月至2006年9月,任将乐县楼杉采育场林政管理员;2006年9月至2009年11月,任将乐县邓坊采育场营林科长;2009年11月至2011年7月,任福建金森林业股份有限公司木材产销部副经理;2011年7月至2012年12月,任福建金森林业股份有限公司楼杉经营部党支部书记;2012年12月至今,任公司资源管理部副经理主持工作。现任公司资源管理部经理兼万安分公司经理、第四届监事会职工代表监事。"
17,王培卿,女,1976,职工代表监事,44,本科,"王培卿女士:中国国籍,无境外居留权,1976年4月出生,本科学历,林业助理工程师。1993年9月至1999年8月,任将乐县将溪采育场职工,1999年9月至2008年3月,任将乐县营林投资公司工会主席、办公室主任,2008年4月至2013年8月,任福建金森林业股份有限公司行政办公室副主任、机关支部副书记,2013年9月至今,任福建金森林业股份有限公司机关党支部书记。现任万安分公司经理、第四届监事会职工代表监事。"
18,陈艳萍,女,1970,财务总监,50,本科,陈艳萍女士：中国国籍，无境外居留权，1970年5月生，本科学历。1988年8月至1997年5月，任将乐县南口采购站统计、财务；1997年5月至1999年8月，任将乐县木竹交易中心结算；1999年8月至2003年5月，任将乐县木材经营公司统计、会计；2003年5月至2006年2月，任将乐县营林投资公司财务科会计、科长；2006年2月至2007年11月，任将乐县林业总公司销售科科长助理及三分离一监督财务；2007年11月至今，历任福建金森林业股份有限公司计划财务部经理助理、经理；2012年9月至2013年6月，任福建金森林业股份有限公司财务副总监；2013年6月至今任福建金森林业股份有限公司财务总监。
19,廖云华,男,1966,总工程师,54,硕士,"廖云华先生:中国国籍,无境外居留权,1966年出生,大学本科学历,林业高级工程师,厦门大学工商管理研究生班毕业。1988年8月至1990年5月,任将乐县将溪林业采育场营林科长;1990年6月至1995年4月,历任将乐县将溪林业采育场副场长、场长;1995年5月至2000年4月,任将乐县林产化工厂厂长兼书记;2000年5月至2002年6月,任将乐县城关木材采购站书记,2002年7月至2007年10月,任将乐县林业总公司营林科长;2007年11月至2008年3月,任福建金森林业股份有限公司资源培育部经理;2008年4月至2010年11月,任福建金森林业股份有限公司科技产业化部经理;2010年12月至今,任福建金森林业股份有限公司总工程师兼战略投资及科技产业化部经理。2010年12月至今,任公司总工程师。"
