,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
10,温小琼,女,1965,"副总裁,董事",55,大专,"温小琼女士,汉族,1965年出生,中国国籍,未有任何国家和地区的永久海外居留权,大专学历。1983年进入温氏股份的前身工作,历任公司财务部经理、财务部总经理、财务总监、董事。现任温氏股份董事、副总裁,广东筠诚投资控股股份有限公司董事。"
11,叶京华,男,1967,副总裁,53,大专,"叶京华先生,汉族,1967年出生,中国国籍,未有任何国家和地区的永久海外居留权,大专学历。1993年进入温氏股份的前身工作,历任区域副总经理、总经理、人力资源部总经理,现任温氏股份副总裁。"
12,赵亮,男,1982,副总裁,38,硕士,"赵亮先生,汉族,1982年出生,中国国籍,未有任何国家和地区的永久海外居留权。硕士研究生。2010年入职中国国际金融股份有限公司,任中国国际金融股份有限公司投资银行部执行总经理、保荐代表人。现任温氏股份副总裁、投资管理事业部总裁,新兴县合源小额贷款有限公司董事长、筠诚和瑞环境科技集团有限公司董事。"
13,黄松德,男,1953,董事,67,本科,"黄松德先生,汉族,1953年出生,中国国籍,未有任何国家和地区的永久海外居留权,本科学历。1992年进入温氏股份的前身工作,历任公司办公室主任、副总裁、董事会秘书、董事。现任温氏股份董事、广东筠诚投资控股股份有限公司董事、新兴县合源小额贷款有限公司董事长、广东中科白云创业投资有限公司副董事长、珠海市农村商业银行股份有限公司董事、上海新农饲料股份有限公司董事、上海裕石创业投资管理有限公司董事、佛山市南湖国际旅行社股份有限公司董事、新兴县粤宝源投资有限公司监事、西安三角防务股份有限公司监事、广东省新兴县北英慈善基金会副理事长。"
14,温均生,男,1957,董事,63,高中,"温均生先生,汉族,1957年出生,中国国籍,未有任何国家和地区的永久海外居留权。高中毕业。1985年进入温氏股份的前身工作,历任公司副总裁、董事,现任温氏股份董事、广东筠诚投资控股股份有限公司董事、新兴县合源小额贷款有限公司董事、广东省新兴县北英慈善基金会理事长、新兴县新州教育基金会副理事长。"
15,温鹏程,男,1962,董事,58,硕士,"温鹏程先生,汉族,1962年出生,中国国籍,未有任何国家和地区的永久海外居留权,研究生毕业。1983年进入温氏股份的前身工作,历任公司总裁、董事长。现任温氏股份董事、广东筠诚投资控股股份有限公司董事长、新兴县粤宝源投资有限公司执行董事。"
16,严居能,男,1964,董事,56,中专,"严居能先生,汉族,1964年出生,中国国籍,未有任何国家和地区的永久海外居留权。中专学历。1983年进入温氏股份的前身工作,历任区域总经理、事业部副总裁、董事。现任温氏股份董事、广东筠诚投资控股股份有限公司董事、广东省新兴县北英慈善基金会理事。"
17,曹仰锋,男,1973,独立董事,47,博士,"曹仰锋先生,独立董事,董事会薪酬与考核委员会主任委员、战略委员会委员。汉族,1973年出生,中国国籍,未有任何国家和地区的永久海外居留权。中国人民大学博士、哥本哈根商学院博士、北京大学光华管理学院工商管理博士后。曹先生於哥本哈根商学院获得国际创业博士学位及中国人民大学获得人力资源管理博士学位,并於北京大学光华管理学院战略管理系从事博士后研究工作。曹先生为美国管理学会(AOM)会员、国际商务学会(AIB)会员、中国管理研究国际学会(IACMR)会员,曾经为多家大型企业提供战略顾问、专业谘询和培训等服务,亦在学术领域发表过诸多企业管理论著,具有深刻独到的见解,并获得多项奖项。现任温氏股份独立董事、香港创业创新研究院(Institute of Global Entrepreneurship & Innovation Limited.)院长、北京大学光华管理学院管理实践教授,金蝶国际软件集团有限公司独立董事、晶澳太阳能科技股份有限公司董事、正星科技股份有限公司独立董事。"
18,陈舒,女,1954,独立董事,66,本科,"陈舒女士:汉族,1954年7月出生,中国国籍,高级律师,本科学历。1990年6月毕业于中山大学法律系。历任广州市荔湾区司法局主任、副局长、广州市金鹏律师事务所律师、广州市律师协会秘书长、第十、十一、十二届全国人大代表;现任第十三届广州市政协法制工作顾问、广州市人大制度研究会常务副会长兼秘书长、金发科技股份、温氏股份、广州港独立董事、广州市越秀集团外部董事;本公司监事。"
19,万良勇,男,1979,独立董事,41,博士,"万良勇,1979年生,中国国籍,无境外居留权万良勇先生于2019年4月至今担任公司独立董事。万良勇先生于2008年9月至今历任华南理工大学讲师、副教授、教授、博士生导师、会计系主任。万良勇先生目前还同时兼任中国会计学会理事,温氏食品集团股份有限公司、众诚汽车保险股份有限公司独立董事。万良勇先生于2000年7月毕业于江西财经大学会计学专业,获学士学位;2004年7月毕业于江西财经大学会计学专业,获硕士学位;2007年6月毕业于中山大学管理学院,获管理学博士学位。"
20,印遇龙,男,1956,独立董事,64,博士,"印遇龙先生,汉族,1956年出生,中国国籍,未有任何国家和地区的永久海外居留权。营养学博士。中国工程院院士,一级研究员,博士生和博士后导师,中科院“百人计划人选”。现任中国科学院亚热带农业生态研究所健康养殖中心主任,农业部动物营养实验室群名誉理事长,畜禽养殖污染控制与资源化技术国家工程实验室主任,中国农学会微量元素与食物链分会理事长,国家新饲料评审委员会副主任,中国饲料工业协会副会长,国家生猪产业技术创业战略联盟理事长。2019年8月15日任温氏食品集团股份有限公司董事职务"
21,伍政维,男,1963,"监事会主席,职工代表监事",57,本科,"伍政维先生,汉族,1963年出生,中国国籍,未有任何国家和地区的永久海外居留权,本科学历。1994年进入温氏股份的前身工作,历任公司办公室副主任、办公室主任、区域总经理,现任战略投资部总经理兼董事会办公室主任、温氏股份职工代表监事、监事会主席、广东省新兴县北英慈善基金会理事。"
22,陈志强,男,1965,非职工代表监事,55,大专,"陈志强先生,汉族,1965年出生,中国国籍,未有任何国家和地区的永久海外居留权;大专学历。1992年进入温氏股份的前身工作,历任太仓广东温氏家禽有限公司副经理、区域总经理、经营部总经理、市场部总经理、广东温氏食品营销有限公司总经理,现任公司监事、董事长助理。"
23,何维光,男,1961,非职工代表监事,59,高中,"何维光先生,汉族,1961年出生,中国国籍,未有任何国家和地区的永久海外居留权。高中学历,1987年7月进入温氏股份的前身工作,历任公司饲料部总经理、饲料采购中心总经理,现任广东筠诚投资控股股份有限公司监事会主席。2013年12月至2018年12月任温氏食品集团股份有限公司副总裁。现任温氏股份非职工代表监事,广东筠诚投资控股股份有限公司监事会主席。"
24,黄伯昌,男,1973,非职工代表监事,47,大专,"黄伯昌先生,汉族,1973年出生,中国国籍,未有任何国家和地区的永久海外居留权;大专学历。1990年进入温氏股份的前身工作,历任董事、饲料部副主任、饲料采购中心广西兴业佳通公司副主任;现任温氏股份非职工代表监事、饲料采购中心物流中心综合部副主任,广东筠诚投资控股股份有限公司董事。"
25,张祥斌,男,1969,职工代表监事,51,博士,"张祥斌先生,汉族,1969年出生,中国国籍,未有任何国家和地区的永久海外居留权。博士学历。1992年进入温氏股份前身工作,1992年至2016年历任分公司经理、区域公司总经理、技术中心总经理;2016年4月至今任温氏股份养猪事业部副总裁。"
26,林建兴,男,1978,财务总监,42,本科,"林建兴先生,财务总监。汉族,1978年出生,中国国籍,未有任何国家和地区的永久海外居留权。本科学历,注册会计师。2005年进入温氏股份前身工作,曾任广东大华农动物保健品股份有限公司财务总监,2011年起历任温氏股份财务部副总经理、总经理,现任温氏股份财务总监,广东欣农互联科技有限公司董事长。"
