,姓名,性别,出生日期（计算值）,职位,年龄,学历,简介
10,罗永根,男,1977,非独立董事,43,本科,"罗永根:男,1977年出生,大学本科学历,中共党员,高级会计师。曾任九三粮油工业集团有限公司总会计师、中垦国邦(天津)有限公司党委委员、副总裁。现任北大荒农垦集团有限公司资产管理部部长;九三粮油工业集团有限公司党委委员、副总裁,北大荒国际资产管理有限公司董事长、总经理;北大荒中垦(深圳)投资有限公司董事长、总经理;北大荒中垦(广东)食品科技有限公司董事长、总经理。"
11,马德华,男,1964,非独立董事,56,博士,"马德华:男,汉族,中国国籍,1964年出生,硕士研究生学历,博士。曾任天津市黄瓜研究所育种室主任、副所长、所长、书记,荷兰纽内姆公司亚太开发经理。最近5年均任天津德瑞特种业有限公司董事长兼总经理、天津市绿丰园艺新技术开发有限公司董事长兼总经理、天津冬冠农业科技有限公司董事长。现任公司轮值总裁、执行委员会委员。"
12,桑瑜,女,1977,非独立董事,43,硕士,"桑瑜:女,1977年出生,北京外国语大学高级翻译学院同传硕士、约翰霍普金斯商学院金融学硕士。曾就职于财政部国际合作司、世界银行总部发展经济学研究局、中信集团董事会办公室,从事国际财经合作、多边银行扶贫项目管理、公司治理、跨文化沟通等方面工作,现任中信农业科技股份有限公司总经理助理,中信农业产业基金管理有限公司董事,湖南隆平高科农业发展有限公司董事。"
13,王伟平,男,1972,非独立董事,48,博士,"王伟平先生:董事,1972年出生,博士学历,副研究员。现任湖南杂交水稻研究中心副主任,兼任水稻国家工程实验室(长沙)副主任、中国作物学会水稻专业委员会委员、中国植物学会种子科学专业委员会委员,国际稻作发展论坛理事会第一届理事会副秘书长、湖南省作物学会常务理事。"
14,王义波,男,1956,非独立董事,64,本科,"王义波先生:董事、决策委员会委员、科技委员会委员、玉米首席专家。1956年出生,河南农业大学农学专业学士,中共党员,研究员。曾任河南省农科院研究室主任、粮作所副所长;北京中科华泰科技有限公司董事长;河南科泰种业有限公司董事长。先后获河南省玉米育种首席专家、国务院特殊津贴专家、河南省优秀专家、河南省劳动模范、全国农业科技先进工作者等荣誉称号。2014年获科技部创新创业人才、2017年获“中国种业十大杰出人物”,并被评为科学中国人二〇一七年度人物特别奖“科技型企业家奖”。现任北京联创种业有限公司董事长、首席育种专家兼联创种业科学院院长、研究员、中囯种子协会常务理事、中国种子协会玉米分会副会长、北京作物学会常务理事、北京市种子协会副会长。新育成的玉米新品种裕丰303、中科玉505、联创808年种植面积均超过500万亩,进入全国前十一大品种行列。"
15,张坚,男,1970,非独立董事,50,硕士,"张坚:男,1970年出生,上海外国语大学学士,并拥有上海财经大学经济学硕士学位。现任中信兴业投资集团有限公司副董事长、党委书记,同时兼任中信港口投资有限公司董事长、中信戴卡股份有限公司公司董事、中信兴业投资宁波有限公司董事。曾就职于法国巴黎百富勤、东方证券、道琼斯等国内外证券公司和资讯机构,从事于企业融资、证券分析、经济新闻报导等方面工作。"
16,陈超,男,1965,独立董事,55,博士,"陈超:男,1965年08年出生,民盟党员,博士,教授,博士生导师。曾任南京农业大学经济管理学院管理系主任。现任南京农业大学经济管理学院管理系教授,博士生导师,南京农业大学企业管理硕士学科点负责人、MBA学科点负责人,南京农业大学农业转基因生物安全管理政策研究中心主任;兼任中国水稻所研究员,南京纺织品进出口股份有限公司独立董事,本公司独立董事。陈超先生的研究领域为水稻产业经济、农业转基因生物安全管理、农业知识产权管理、农业产业链管理。近年来陈超先生主持国家社科重大专项(农业转基因作物产业化可持续发展研究)1项、国家自然科学基金项目2项、教育部博士点基金1项、国家转基因新品种重大培育专项1项、农业部948项目2项、农业部各类委托项目20余项,出版专著2部,发表相关核心期刊学术论文近百篇。"
17,戴晓凤,女,1960,独立董事,60,博士,"戴晓凤女士:独立董事,汉族,1960年生,硕士生导师,金融学教授,在湖南财经学院(于2000年与湖南大学合并)、湖南大学从事金融教育工作34年。1983年毕业于湖南财经学院金融系,2001年复旦大学经济学院外国经济思想史专业博士研究生毕业,经济学博士。现为湖南大学金融与统计学院资本市场研究中心主任、教授。全国政协十二届委员会委员,民盟湖南省委员会副主委。现任公司独立董事、湖南金健米业股份有限公司的独立董事、湖南南岭民用爆破器材股份有限公司独立董事。"
18,高义生,男,1972,独立董事,48,--,"高义生:男,1972年出生,北京市道融律师事务所主任。主要执业领域是企业法律顾问、政府法律顾问、农业农村法律事务、土地法律事务。发表过《对股份合作企业若干问题的法律思考》等数篇文章,是《农业法律基本问题研究》、《美国农业立法》等专著的主要撰稿人之一。"
19,庞守林,男,1965,独立董事,55,博士,"庞守林:男,1965年出生,博士、教授、博士生导师。现就职于中央财经大学商学院,兼任中国技术经济学会常务理事,主要研究公司金融、农业经济。曾出版《中国农产品国际竞争力研究》、《企业并购管理》等多本著作,发表过《中国主要农产品成本结构及竞争优势分析》、《中国主要农产品国际贸易优势分析》等多篇文章,主持制定“十三五”制造业发展规划,并参与多家公司的战略咨询工作。现任本公司独立董事。"
20,唐红,女,1965,独立董事,55,硕士,"唐红女士:独立董事,1965年出生,硕士研究生学历,湖南财政经济学院会计系教授、高级会计师、注册会计师。主要研究方向为财务会计与审计理论与实务。历任具有证券期货审计与评估资格的长沙孜信会计师事务所所长、首席合伙人,天职孜信会计师事务所副所长、第二合伙人、湖南分所所长。曾兼任湖南大学会计学院硕士研究生生导师,湖南省知识分子联谊会常务理事。曾主持完成湖南省科技厅软科学项目《审计师行为异化及其治理研究》等省部级项目2项、参与国家社科基金项目2项、国家自然基金项目1项,出版专(合)著《人性、产权与独立审计管理制度安排》、《能力扶贫导向的绩效测度与管理研究》。"
21,彭光剑,男,1962,"监事会主席,监事",58,硕士,"彭光剑:男,1962年出生,硕士研究生学历,MBA,副研究员,曾任湖南省原子能农业应用研究所科研开发管理科科长,辐照开发室主任、所长助理,湖南省原子能农业应用研究所副所长。最近5年均在公司任职,历任公司董事会秘书、副总裁、总裁、执行总裁、常务副总裁兼执行委员会委员。现任公司第七届监事会主席。"
22,陈红怡,女,1968,监事,52,硕士,"陈红怡:监事,女,1968年出生,中国国籍,研究生文化,研究员、高级会计师、高级经济师。曾任湖南杂交水稻研究中心财务科科长、计财处处长等职,现任湖南杂交水稻研究中心副主任、党委委员。"
23,傅剑平,男,1975,监事,45,硕士,"傅剑平:男,1975年11月出生,研究生学历,工商管理硕士、会计师、中国注册会计师。2002年2月自中国光大银行进入中信兴业投资集团工作,曾任财务部会计、中信期货公司财务经理、重庆中信黔渝高速公路有限公司财务副总监、中信基建投资有限公司总经理助理、重庆中信沪渝高速公路有限公司财务总监、稽核审计部/风险管理部副总经理。现任中信兴业投资集团有限公司稽核审计部/风险管理部总经理,同时兼任中信基建投资有限公司总经理,本公司监事。"
24,霍玉刚,男,1979,职工监事,41,硕士,"霍玉刚,男,1979年4月出生,中国国籍,无境外永久居留权,2001年毕业于西北农林科技大学农学专业,学士学位,2013年12月毕业于中国农科院研究生院农业推广学专业,硕士学位。2001年9月至2001年12月任陕西省柞水县人民政府办公室科员;2002年1月至2004年12月任陕西秦丰向日葵种业有限公司业务主办;2005年1月至2013年5月历任北京德农种业有限公司企业发展主管、科研项目经理。2013年6月至2014年8月任北京先农投资管理有限公司投资经理。2014年9月进入公司,任公司企业发展部经理,曾任公司董事兼董事会秘书。最近5年历任北京凯福瑞科技股份有限公司董事兼董事会秘书、公司投资管理部经理。现任公司玉米产业管理部部长,职工代表监事。"
25,卢成林,男,1983,职工监事,37,本科,"卢成林:男,1983年出生,本科学历。最近5年历任湖南隆平种业有限公司湖北分公司总经理、湖南隆平种业有限公司总经理助理。现任湖南隆平种业有限公司销售总监,本公司职工代表监事。"
